6771663,Mariusz Borawski|Pawel Forczmanski,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_21,,,books/sp/05/BorawskiF05a,2019-01-24,,,209-214,,,,,,Sonar Image Simulation by Means of Ray Tracing and Image Processing.,db/books/collections/PP2005.html#BorawskiF05a,,,,,
6771664,Ewald Quak|Jürgen Prestin,,Advances in Multiresolution for Geometric Modelling,,,,,books/sp/DFS2005,https://doi.org/10.1007/3-540-26808-1_21,,,books/sp/05/PrestinQ05,2017-05-16,,,369-390,,,,,,Periodic and Spline Multiresolution Analysis and the Lifting Scheme.,db/books/collections/DFS2005.html#PrestinQ05,2005,,,,,
6771665,Roman Smierzchalski,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_37,,,books/sp/05/Smierzchalski05,2019-01-24,,,411-422,,,,,,Ships' domains as collision risk at sea in the evolutionary method of trajectory planning.,db/books/collections/SP2005.html#Smierzchalski05,2005,,,,,
6771666,Armin Iske|Laurent Demaret|Michael S. Floater|Nira Dyn,,Advances in Multiresolution for Geometric Modelling,,,,,books/sp/DFS2005,https://doi.org/10.1007/3-540-26808-1_18,,,books/sp/05/DemaretDFI05,2017-05-16,,,319-338,,,,,,Adaptive Thinning for Terrain Modelling and Image Compression.,db/books/collections/DFS2005.html#DemaretDFI05,2005,,,,,
6771667,Emanuele Danovaro|Leila De Floriani|Neta Sokolovsky|Paola Magillo,,Advances in Multiresolution for Geometric Modelling,,,,,books/sp/DFS2005,https://doi.org/10.1007/3-540-26808-1_5,,,books/sp/05/SokolovskyDFM05,2017-05-16,,,89-100,,,,,,Encoding Level-of-Detail Tetrahedral Meshes.,db/books/collections/DFS2005.html#SokolovskyDFM05,2005,,,,,
6771668,Andrzej Piegat,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_29,,,books/sp/05/Piegat05,2019-01-24,,,301-310,,,,,,Informative value of the possibilistic extension principle.,db/books/collections/PP2005.html#Piegat05,,,,,
6771669,Adam Szustalewicz,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_27,,,books/sp/05/Szustalewicz05,2019-01-24,,,273-283,,,,,,Numerical problems with evaluating the fractal dimension of real data.,db/books/collections/PP2005.html#Szustalewicz05,,,,,
6771670,E. D. Surovyatkina|Jerzy Pejas|S. Berczynski|Yu. A. Kravtsov,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_13,,,books/sp/05/BerczynskiKPS05a,2019-01-24,,,135-142,,,,,,Secure Data Transmission via Modulation of the Chaotic Sequence Parameters.,db/books/collections/PP2005.html#BerczynskiKPS05a,,,,,
6771671,Khalid Saeed 0001|Marcin Werdoni,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_18,,,books/sp/05/SaeedW05,2019-01-25,,,185-194,,,,,,A New Approach for Hand-Palm Recognition.,db/books/collections/PP2005.html#SaeedW05,,,,,
6771672,Akira Imada,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_32,,,books/sp/05/Imada05,2019-01-24,,,353-364,,,,,,A Tiny Flat-island in a Huge Lake - How can we search for it if completely flatland elsewhere?,db/books/collections/SP2005.html#Imada05,2005,,,,,
6771673,Jerzy Pejas|Witold Macków,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_17,,,books/sp/05/MackowP05,2019-01-24,,,167-174,,,,,,Unauthorized servers for online certificates status verification.,db/books/collections/SP2005.html#MackowP05,2005,,,,,
6771674,Krzysztof Chmiel,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_13,,,books/sp/05/Chmiel05,2019-01-24,,,125-134,,,,,,Fast Computation of Approximation Tables.,db/books/collections/SP2005.html#Chmiel05,2005,,,,,
6771675,Craig Gotsman|Pierre Alliez,,Advances in Multiresolution for Geometric Modelling,,,,,books/sp/DFS2005,https://doi.org/10.1007/3-540-26808-1_1,,,books/sp/05/AlliezG05,2017-05-16,,,3-26,,,,,,Recent Advances in Compression of 3D Meshes.,db/books/collections/DFS2005.html#AlliezG05,2005,,,,,
6771676,Janusz Górski,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_1,,,books/sp/05/Gorski05,2019-01-24,,,3-12,,,,,,How can we justify trust in software based systems?,db/books/collections/PP2005.html#Gorski05,,,,,
6771677,Alexander A. Petrovsky|Piotr Zubrycki,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_4,,,books/sp/05/ZubryckiP05,2019-01-24,,,33-42,,,,,,Analysis/Synthesis Speech Model Based on the Pitch-Tracking Periodic-Aperiodic Decomposition.,db/books/collections/SP2005.html#ZubryckiP05,2005,,,,,
6771678,Mahinda P. Pathegama|Özdemir Göl,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_3,,,books/sp/05/PathegamaG05,2019-01-24,,,23-31,,,,,,Interactive Real-time Image Analysis System for Distant Operation.,db/books/collections/SP2005.html#PathegamaG05,2005,,,,,
6771679,Giovanni Mastroleo|Gisella Facchinetti|Ilda Mannino|Stefano Soriani,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_25,,,books/sp/05/FacchinettiMMS05,2019-01-24,,,255-265,,,,,,A fuzzy expert approach for comparing alternative end uses for requalification of contaminated sites.,db/books/collections/PP2005.html#FacchinettiMMS05,,,,,
6771680,Cédric Gérot|Loïc Barthe|Malcolm A. Sabin|Neil A. Dodgson,0000-0001-7649-8528,Advances in Multiresolution for Geometric Modelling,,,,,books/sp/DFS2005,https://doi.org/10.1007/3-540-26808-1_14,,C,books/sp/05/GerotBDS05,2017-05-29,,,259-270,,,,,p,Subdivision as a Sequence of Sampled ,db/books/collections/DFS2005.html#GerotBDS05,2005,,,,,
6771681,Nira Dyn|Nurit Alkalai,,Advances in Multiresolution for Geometric Modelling,,,,,books/sp/DFS2005,https://doi.org/10.1007/3-540-26808-1_12,,,books/sp/05/AlkalaiD05,2017-05-16,,,231-244,,,,,,Optimising 3D Triangulations: Improving the Initial Triangulation for the Butterfly Subdivision Scheme.,db/books/collections/DFS2005.html#AlkalaiD05,2005,,,,,
6771682,Enrico Puppo|Paola Magillo|Raquel Viaña,,Advances in Multiresolution for Geometric Modelling,,,,,books/sp/DFS2005,https://doi.org/10.1007/3-540-26808-1_6,,,books/sp/05/VianaMP05,2017-05-16,,,101-115,,,,,,Multi-Scale Geographic Maps.,db/books/collections/DFS2005.html#VianaMP05,2005,,,,,
6771683,Andrzej Kuzelewski|Eugeniusz Zieniuk,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_30,,,books/sp/05/ZieniukK05,2019-01-24,,,317-326,,,,,,Fuzzy Parametric Integral Equations System in modelling of polygonal potential boundary problems described by the Laplace equation.,db/books/collections/SP2005.html#ZieniukK05,2005,,,,,
6771684,Mariusz Borawski|Pawel Forczmanski,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_9,,,books/sp/05/BorawskiF05,2019-01-24,,,87-94,,,,,,Gram-Schmidt Orthonormalization-Based Color Model for Object Detection.,db/books/collections/SP2005.html#BorawskiF05,2005,,,,,
6771685,Laura Beutel,,Advances in Multiresolution for Geometric Modelling,,,,,books/sp/DFS2005,https://doi.org/10.1007/3-540-26808-1_22,,,books/sp/05/Beutel05,2017-05-16,,,391-403,,,,,,Nonstationary Sibling Wavelet Frames on Bounded Intervals: the Duality Relation.,db/books/collections/DFS2005.html#Beutel05,2005,,,,,
6771686,Ioannis P. Ivrissimtzis|Malcolm A. Sabin|Neil A. Dodgson,0000-0001-7649-8528,Advances in Multiresolution for Geometric Modelling,,,,,books/sp/DFS2005,https://doi.org/10.1007/3-540-26808-1_16,,,books/sp/05/IvrissimtzisDS05,2017-05-29,,,285-299,,,,,,√5-subdivision.,db/books/collections/DFS2005.html#IvrissimtzisDS05,2005,,,,,
6771687,Alexandre Dolgui|Bartlomiej Malachowski|Emma Kushtina,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_40,,,books/sp/05/KushtinaDM05,2019-01-24,,,443-452,,,,,,Organization of the modeling and simulation of the discrete processes.,db/books/collections/SP2005.html#KushtinaDM05,2005,,,,,
6771688,Adam Kuzminski|Georgy Kukharev,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_15,,,books/sp/05/KukharevK05,2019-01-24,,,157-164,,,,,,An environment for recognition systems modeling.,db/books/collections/PP2005.html#KukharevK05,,,,,
6771689,Pawel Banás,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_26,,,books/sp/05/Banas05,2019-01-24,,,267-272,,,,,,Training assisting program with hybrid decision supporting system.,db/books/collections/PP2005.html#Banas05,,,,,
6771690,Leonid Kompanets,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_14,,,books/sp/05/Kompanets05,2019-01-24,,,145-156,,,,,,"Some Advances and Challenges in Live Biometrics, Personnel Management, and Other ""Human Being"" Applications.",db/books/collections/PP2005.html#Kompanets05,,,,,
6771691,Slawomir T. Wierzchon,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_35,,,books/sp/05/Wierzchon05,2019-01-24,,,389-400,,,,,,Idiotypic Networks as a Metaphor for Data Analysis Algorithms.,db/books/collections/SP2005.html#Wierzchon05,2005,,,,,
6771692,Carlos Andújar|Marta Fairén|Pere Brunet|Víctor Cebollada,,Advances in Multiresolution for Geometric Modelling,,,,,books/sp/DFS2005,https://doi.org/10.1007/3-540-26808-1_19,,,books/sp/05/AndujarFBC05,2017-05-16,,,339-352,,,,,,Simplification of Topologically Complex Assemblies.,db/books/collections/DFS2005.html#AndujarFBC05,2005,,,,,
6771693,Siarhei Partsianka|Vyacheslav Yarmolik,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_23,,,books/sp/05/YarmolikP05,2019-01-24,,,227-234,,,,,,Software IP Protection Based on Watermarking Techniques.,db/books/collections/SP2005.html#YarmolikP05,2005,,,,,
6771694,Raid Al-Tahir,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_2,,,books/sp/05/Al-Tahir05,2019-01-24,,,13-22,,,,,,Hierarchical Segmentation of Sparse Surface Data Using Energy-Minimization Approach.,db/books/collections/SP2005.html#Al-Tahir05,2005,,,,,
6771695,Wojciech Kadlubowski,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_39,,,books/sp/05/Kadlubowski05,2019-01-24,,,433-442,,,,,,Semi-Markov process in performance evaluation of asynchronous processors.,db/books/collections/SP2005.html#Kadlubowski05,2005,,,,,
6771696,Aleksandra Ptak|Henryk Piech|Marcin Machura,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_42,,,books/sp/05/PiechPM05,2019-01-24,,,465-475,,,,,,Evaluation of operation and state of an object using artificial intelligence tools.,db/books/collections/SP2005.html#PiechPM05,2005,,,,,
6771697,Christian Rössl|Hans-Peter Seidel|Holger Theisel,,Advances in Multiresolution for Geometric Modelling,,,,,books/sp/DFS2005,https://doi.org/10.1007/3-540-26808-1_20,,,books/sp/05/TheiselRS05,2017-05-16,,,353-366,,,,,,Topology Preserving Thinning of Vector Fields on Triangular Meshes.,db/books/collections/DFS2005.html#TheiselRS05,2005,,,,,
6771698,Jerzy Pejas|Pawel Sukiennik,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_21,,,books/sp/05/PejasS05,2019-01-24,,,207-216,,,,,,Protocol for Certificate Based Access Control Policies Description Language.,db/books/collections/SP2005.html#PejasS05,2005,,,,,
6771699,Cédric Gérot|Leif Kobbelt|Loïc Barthe|Malcolm A. Sabin,,Advances in Multiresolution for Geometric Modelling,,,,,books/sp/DFS2005,https://doi.org/10.1007/3-540-26808-1_13,,,books/sp/05/BartheGSK05,2017-05-16,,,245-257,,,,,,Simple Computation of the Eigencomponents of a Subdivision Matrix in the Fourier Domain.,db/books/collections/DFS2005.html#BartheGSK05,2005,,,,,
6771700,Kurosh Madani,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_31,,,books/sp/05/Madani05,2019-01-24,,,327-351,,,,,,From Integrated Circuits Technology to Silicon Grey Matter: Hardware Implementation of Artificial Neural Networks.,db/books/collections/SP2005.html#Madani05,2005,,,,,
6771701,Georgy Kukharev|Pawel Masicz|Piotr Masicz,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_16,,,books/sp/05/KukharevMM05,2019-01-24,,,165-176,,,,,,Modified Gradient Method for Face Localization.,db/books/collections/PP2005.html#KukharevMM05,,,,,
6771702,Aneta Zwierko|Igor Margasinski|Krzysztof Szczypiorski,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_18,,,books/sp/05/SzczypiorskiZM05,2019-01-24,,,175-185,,,,,,Micropayments with Privacy - a New Proposal for E-commerce.,db/books/collections/SP2005.html#SzczypiorskiZM05,2005,,,,,
6771703,Bartosz Sokol|Ireneusz Mrozek|Wiaczeslaw Yarmolik,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_22,,,books/sp/05/SokolMY05,2019-01-24,,,217-225,,,,,,Impact of the address changing on the detection of pattern sensitive faults.,db/books/collections/SP2005.html#SokolMY05,2005,,,,,
6771704,Imed El Fray|Jerzy Pejas,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_6,,,books/sp/05/PejasF05,2019-01-24,,,61-70,,,,,,Some methods of the analysis and risk assessment in the PKI system services providers.,db/books/collections/PP2005.html#PejasF05,,,,,
6771705,Witold Macków,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_4,,,books/sp/05/Mackow05,2019-01-24,,,35-46,,,,,,Linked authenticated dictionaries for certificate status verification.,db/books/collections/PP2005.html#Mackow05,,,,,
6771706,Khalid Saeed 0001|Piotr Charkiewicz,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_19,,,books/sp/05/SaeedC05,2019-01-25,,,195-202,,,,,,An Experimental Criterion for Face Classification.,db/books/collections/PP2005.html#SaeedC05,,,,,
6771707,Andrzej Rucinski|Jerzy Pejas|Wlodzimierz Chocianowicz,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_11,,,books/sp/05/ChocianowiczPR05,2019-01-24,,,113-124,,,,,,The Proposal of Protocol for Electronic Signature Creation in Public Environment.,db/books/collections/PP2005.html#ChocianowiczPR05,,,,,
6771708,Maciej Frydler|Wojciech S. Mokrzycki,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_8,,,books/sp/05/FrydlerM05,2019-01-24,,,77-86,,,,,,New results in 3D views of polyhedron generation on view sphere with perspective projection.,db/books/collections/SP2005.html#FrydlerM05,2005,,,,,
6771709,Enrico Puppo|Leif Kobbelt|Leila De Floriani,,Advances in Multiresolution for Geometric Modelling,,,,,books/sp/DFS2005,https://doi.org/10.1007/3-540-26808-1_3,,,books/sp/05/FlorianiKP05,2017-05-16,,,49-74,,,,,,A Survey on Data Structures for Level-of-Detail Models.,db/books/collections/DFS2005.html#FlorianiKP05,2005,,,,,
6771710,Adrian Skrobek|Jerzy Pejas|Stefan Berczynski|Yury A. Kravtsov,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_14,,,books/sp/05/BerczynskiKPS05,2019-01-24,,,135-148,,,,,,Cryptographic Properties of Some Cryptosystem with Modulation of the Chaotic Sequence Parameters.,db/books/collections/SP2005.html#BerczynskiKPS05,2005,,,,,
6771711,Malcolm A. Sabin,,Advances in Multiresolution for Geometric Modelling,,,,,books/sp/DFS2005,https://doi.org/10.1007/3-540-26808-1_11,,,books/sp/05/Sabin05,2017-05-16,,,203-230,,,,,,Recent Progress in Subdivision: a Survey.,db/books/collections/DFS2005.html#Sabin05,2005,,,,,
6771712,Witold Pedrycz|Zenon A. Sosnowski,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_26,,,books/sp/05/PedryczS05,2019-01-24,,,257-268,,,,,,Genetic BDD-oriented Pattern Classifiers.,db/books/collections/SP2005.html#PedryczS05,2005,,,,,
6771713,Andreas Vassilopoulos|Anna Bartkowiak|Joanna Zdziarek|Niki Evelpidou,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_33,,,books/sp/05/BartkowiakZEV05,2019-01-24,,,337-344,,,,,,Choosing representative data items: Kohonen, Neural Gas or Mixture Model?,,,,,
6771714,Izabela Rejer,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_31,,,books/sp/05/Izabela05,2019-01-25,,,321-328,,,,,,How to deal with the data in a bankruptcy modelling.,db/books/collections/PP2005.html#Izabela05,,,,,
6771715,Walery Rogoza,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_37,,,books/sp/05/Rogoza05,2019-01-24,,,371-386,,,,,,Adaptive simulation of separable dynamical systems in the neural network basis.,db/books/collections/PP2005.html#Rogoza05,,,,,
6771716,M. Pankiewicz|Romuald Mosdorf,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_34,,,books/sp/05/PankiewiczM05,2019-01-24,,,375-388,,,,,,The prediction of behaviours of chaotic dynamical systems in 3D state space.,db/books/collections/SP2005.html#PankiewiczM05,2005,,,,,
6771717,Imed El Fray|Jerzy Pejas,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_5,,,books/sp/05/FrayP05,2019-01-24,,,47-59,,,,,,Integrated Payment System for Public Key Infrastructure Services.,db/books/collections/PP2005.html#FrayP05,,,,,
6771718,Emil Praun|Hugues Hoppe,,Advances in Multiresolution for Geometric Modelling,,,,,books/sp/DFS2005,https://doi.org/10.1007/3-540-26808-1_2,,,books/sp/05/HoppeP05,2017-05-16,,,27-46,,,,,,Shape Compression using Spherical Geometry Images.,db/books/collections/DFS2005.html#HoppeP05,2005,,,,,
6771719,Dariusz Frejlichowski,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_20,,,books/sp/05/Frejlichowski05,2019-01-24,,,203-208,,,,,,Contour Objects Recognition Based On UNL-Fourier Descriptors.,db/books/collections/PP2005.html#Frejlichowski05,,,,,
6771720,Arkadiusz Kogut,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_10,,,books/sp/05/Kogut05,2019-01-24,,,95-102,,,,,,Eyes detection with motion interpretation.,db/books/collections/SP2005.html#Kogut05,2005,,,,,
6771721,Gershon Elber|Stefanie Hahmann,,Advances in Multiresolution for Geometric Modelling,,,,,books/sp/DFS2005,https://doi.org/10.1007/3-540-26808-1_7,,,books/sp/05/HahmannE05,2017-05-16,,,119-142,,,,,,Constrained Multiresolution Geometric Modelling.,db/books/collections/DFS2005.html#HahmannE05,2005,,,,,
6771722,Leonid Kompanets|Mariusz Kubanek|Szymon Rydzek,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_24,,,books/sp/05/KompanetsKR05,2019-01-24,,,239-251,,,,,,Czestochowa's Precise Model of a Face Based on the Facial Asymmetry, Ophthalmogeometry,,,2005,,
6771723,Christian Rössl|Hans-Peter Seidel|Rhaleb Zayer,,Advances in Multiresolution for Geometric Modelling,,,,,books/sp/DFS2005,https://doi.org/10.1007/3-540-26808-1_10,,,books/sp/05/ZayerRS05,2017-05-16,,,187-199,,,,,,Variations on Angle Based Flattening.,db/books/collections/DFS2005.html#ZayerRS05,2005,,,,,
6771724,Roman Smierzchalski,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_30,,,books/sp/05/Smierzchalski05a,2019-01-24,,,311-319,,,,,,Intelligent Marine Control Systems.,db/books/collections/PP2005.html#Smierzchalski05a,,,,,
6771725,Janusz Górski|Marcin Olszewski,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_19,,,books/sp/05/GorskiO05,2019-01-24,,,187-196,,,,,,A model-based approach to analysis of authentication protocols.,db/books/collections/SP2005.html#GorskiO05,2005,,,,,
6771726,A. Shadevsky|Alexander Petrovsky,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_5,,,books/sp/05/ShadevskyP05,2019-01-24,,,43-54,,,,,,Bio-inspired voice activity detector based on the human speech properties in the modulation domain.,db/books/collections/SP2005.html#ShadevskyP05,2005,,,,,
6771727,Eugeniusz Kuriata,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_15,,,books/sp/05/Kuriata05,2019-01-24,,,149-158,,,,,,Keys distribution for asymmetric cryptographic systems.,db/books/collections/SP2005.html#Kuriata05,2005,,,,,
6771728,M. Puczko|V. N. Yarmolik,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_16,,,books/sp/05/PuczkoY05,2019-01-24,,,159-166,,,,,,Two-pattern test generation with low power consumption based on LFSR.,db/books/collections/SP2005.html#PuczkoY05,2005,,,,,
6771729,Agnieszka Boltuc|Eugeniusz Zieniuk|Krzysztof Szerszen,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_12,,,books/sp/05/ZieniukSB05,2019-01-24,,,113-122,,,,,,Genetic algorithms applied to optimal arrangement of collocation points in 3D potential boundary-value problems.,db/books/collections/SP2005.html#ZieniukSB05,2005,,,,,
6771730,Adam Nowosielski,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_17,,,books/sp/05/Nowosielski05,2019-01-24,,,177-184,,,,,,Three stage face recognition algorithm for visitor identification system.,db/books/collections/PP2005.html#Nowosielski05,,,,,
6771731,Georgy Kukharev|Liming Chen 0002|Tomasz Ponikowski,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_22,,,books/sp/05/0002KP05,2019-01-24,,,215-227,,,,,,The PCA Reconstruction Based Approach for Extending Facial Image Databases for Face Recognition Systems.,db/books/collections/PP2005.html#0002KP05,,,,,
6771732,Bartosz Sokol|V. N. Yarmolik,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_8,,,books/sp/05/SokolY05,2019-01-24,,,83-92,,,,,,Cryptography and Steganography: teaching experience.,db/books/collections/PP2005.html#SokolY05,,,,,
6771733,Przemyslaw Klesk,,Enhanced Methods in Computer Security, Biometric and Artificial Intelligence Systems,,,,,books/sp/PP2005,https://doi.org/10.1007/0-387-23484-5_36,,,books/sp/05/Klesk05a,2019-01-24,,,361-370,,,,,,Algorithm for Automatic Definition of Validated and Non-Validated Region in Multi-Dimensional Space.,db/books/collections/PP2005.html#Klesk05a,,,,,
6771734,Brandon Merkl|Christian Debrunner|Eric Berg|Mohamed Mahfouz|William Hoff,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_1,,,books/sp/05/BergMDMH05,2019-01-24,,,3-12,,,,,,Fourier Descritpor-Based Deformable Models for Segmentation of the Distal Femur in CT.,db/books/collections/SP2005.html#BergMDMH05,2005,,,,,
6771735,Kai Hormann|Michael S. Floater,0000-0001-6455-4246,Advances in Multiresolution for Geometric Modelling,,,,,books/sp/DFS2005,https://doi.org/10.1007/3-540-26808-1_9,,,books/sp/05/FloaterH05,2017-05-29,,,157-186,,,,,,Surface Parameterization: a Tutorial and Survey.,db/books/collections/DFS2005.html#FloaterH05,2005,,,,,
6771736,Giovanni Mastroleo|Gisella Facchinetti,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_27,,,books/sp/05/FacchinettiM05,2019-01-24,,,269-282,,,,,,A fuzzy way to evaluate the qualitative attributes in bank lending creditworthiness.,db/books/collections/SP2005.html#FacchinettiM05,2005,,,,,
6771737,Izabela Rejer,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_38,,,books/sp/05/Rejer05,2019-01-24,,,423-432,,,,,,Inputs' Significance Analysis with Rough Sets Theory.,db/books/collections/SP2005.html#Rejer05,2005,,,,,
6771738,Daniela Rosca,,Advances in Multiresolution for Geometric Modelling,,,,,books/sp/DFS2005,https://doi.org/10.1007/3-540-26808-1_23,,,books/sp/05/Rosca05,2017-05-16,,,405-417,,,,,,Haar Wavelets on Spherical Triangulations.,db/books/collections/DFS2005.html#Rosca05,2005,,,,,
6771739,Alexander G. Belyaev|Hans-Peter Seidel|Yutaka Ohtake,,Advances in Multiresolution for Geometric Modelling,,,,,books/sp/DFS2005,https://doi.org/10.1007/3-540-26808-1_8,,,books/sp/05/OhtakeBS05,2017-05-16,,,143-154,,,,,,Multi-scale and Adaptive CS-RBFs for Shape Reconstruction from Clouds of Points.,db/books/collections/DFS2005.html#OhtakeBS05,2005,,,,,
6771740,Amine Chohra|Nadia Kanaoui|Véronique Amarger,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_33,,,books/sp/05/ChohraKA05,2019-01-24,,,365-374,,,,,,A Soft Computing Based Approach Using Signal-To-Image Conversion for Computer Aided Medical Diagnosis (CAMD).,db/books/collections/SP2005.html#ChohraKA05,2005,,,,,
6771741,Walenty Oniszczuk,,Information Processing and Security Systems,,,,,books/sp/SP2005,https://doi.org/10.1007/0-387-26325-X_25,,,books/sp/05/Oniszczuk05,2019-01-24,,,245-254,,,,,,Quality of Service Requirements in Computer Networks with Blocking.,db/books/collections/SP2005.html#Oniszczuk05,2005,,,,,
