6782475,Katarzyna Musial,,Encyclopedia of Social Network Analysis and Mining,,,,,,https://doi.org/10.1007/978-1-4614-6170-8_246,,,reference/snam/Musial14,2017-07-12,,,1576-1582,,,encyclopedia,,,Research Designs for Social Network Analysis.,db/reference/snam/snam2014.html#Musial14,2014,,,,,,
6782476,,,Encyclopedia of Social Network Analysis and Mining. 2nd Ed.,,,,,reference/snam/2018,https://doi.org/10.1007/978-1-4939-7131-2_100563,,,reference/snam/X18rf,2019-02-17,,,,,,encyclopedia,,,Keyword Clouds.,db/reference/snam/snam2018.html#X18rf,2018,,,,,,
6782477,,,Encyclopedia of Social Network Analysis and Mining. 2nd Ed.,,,,,reference/snam/2018,https://doi.org/10.1007/978-1-4939-7131-2_100918,,,reference/snam/X18xcv,2019-02-17,,,,,,encyclopedia,,,Process Mining.,db/reference/snam/snam2018.html#X18xcv,2018,,,,,,
6782478,Dirk Pieter van Donk,,Encyclopedia of Social Network Analysis and Mining,,,,,,https://doi.org/10.1007/978-1-4614-6170-8_278,,,reference/snam/Donk14,2017-07-12,,,2098-2102,,,encyclopedia,,,Supply Chain Networks.,db/reference/snam/snam2014.html#Donk14,2014,,,,,,
6782479,,,Encyclopedia of Social Network Analysis and Mining. 2nd Ed.,,,,,reference/snam/2018,https://doi.org/10.1007/978-1-4939-7131-2_100550,,,reference/snam/X18qs,2019-02-17,,,,,,encyclopedia,,,Inventor Networks.,db/reference/snam/snam2018.html#X18qs,2018,,,,,,
6782480,,,Encyclopedia of Social Network Analysis and Mining,,,,,,https://doi.org/10.1007/978-1-4614-6170-8_110052,,,reference/snam/X14ni,2017-07-12,,,1211,,,encyclopedia,,,Open Innovation Social Networks.,db/reference/snam/snam2014.html#X14ni,2014,,,,,,
6782481,Andrea Pugliese 0001|Matthias Bröcheler|V. S. Subrahmanian,,Encyclopedia of Social Network Analysis and Mining,,,,,,https://doi.org/10.1007/978-1-4614-6170-8_374,,,reference/snam/BruchelerPS14,2017-09-15,,,1626-1643,,,encyclopedia,,,Scaling Subgraph Matching Queries in Huge Networks.,db/reference/snam/snam2014.html#BruchelerPS14,2014,,,,,,
6782482,Nishanth Sastry,0000-0002-4053-0386,Encyclopedia of Social Network Analysis and Mining,,,,,,https://doi.org/10.1007/978-1-4614-6170-8_259,,,reference/snam/Sastry14,2017-07-12,,,316-318,,,encyclopedia,,,Crowdsourcing and Social Networks.,db/reference/snam/snam2014.html#Sastry14,2014,,,,,,
6782483,Agnes Akkerman|René Torenvlied,,Encyclopedia of Social Network Analysis and Mining,,,,,,https://doi.org/10.1007/978-1-4614-6170-8_276,,,reference/snam/TorenvliedA14,2017-07-12,,,845-848,,,encyclopedia,,,Managerial Networking.,db/reference/snam/snam2014.html#TorenvliedA14,2014,,,,,,
6782484,Chiara Renso|Franco Maria Nardini|Igo Ramalho Brilhante|José Antônio Fernandes de Macêdo|Raffaele Perego 0001,,Encyclopedia of Social Network Analysis and Mining. 2nd Ed.,,,,,reference/snam/2018,https://doi.org/10.1007/978-1-4939-7131-2_110202,,,reference/snam/BrilhanteNM0R18,2019-02-17,,,,,,encyclopedia,,,Crowdsourced Social Data for Recommending Tourist Itineraries.,db/reference/snam/snam2018.html#BrilhanteNM0R18,2018,,,,,,
6782485,,,Encyclopedia of Social Network Analysis and Mining,,,,,,https://doi.org/10.1007/978-1-4614-6170-8_100221,,,reference/snam/X14kw,2017-07-12,,,1069,,,encyclopedia,,,Network Clustering.,db/reference/snam/snam2014.html#X14kw,2014,,,,,,
6782486,,,Encyclopedia of Social Network Analysis and Mining. 2nd Ed.,,,,,reference/snam/2018,https://doi.org/10.1007/978-1-4939-7131-2_100890,,,reference/snam/X18xbw,2019-02-17,,,,,,encyclopedia,,,Pornography.,db/reference/snam/snam2018.html#X18xbw,2018,,,,,,
6782487,,,Encyclopedia of Social Network Analysis and Mining,,,,,,https://doi.org/10.1007/978-1-4614-6170-8_100158,,,reference/snam/X14xk,2017-07-12,,,2056,,,encyclopedia,,,Statistical Inference.,db/reference/snam/snam2014.html#X14xk,2014,,,,,,
6782488,,,Encyclopedia of Social Network Analysis and Mining,,,,,,https://doi.org/10.1007/978-1-4614-6170-8_100196,,,reference/snam/X14cp,2017-07-12,,,144,,,encyclopedia,,,Collective Action.,db/reference/snam/snam2014.html#X14cp,2014,,,,,,
6782489,,,Encyclopedia of Social Network Analysis and Mining. 2nd Ed.,,,,,reference/snam/2018,https://doi.org/10.1007/978-1-4939-7131-2_100047,,,reference/snam/X18ar,2019-02-17,,,,,,encyclopedia,,,Automated Deduction.,db/reference/snam/snam2018.html#X18ar,2018,,,,,,
6782490,,,Encyclopedia of Social Network Analysis and Mining. 2nd Ed.,,,,,reference/snam/2018,https://doi.org/10.1007/978-1-4939-7131-2_101376,,,reference/snam/X18xqt,2019-02-17,,,,,,encyclopedia,,,Traveling Networks.,db/reference/snam/snam2018.html#X18xqt,2018,,,,,,
6782491,,,Encyclopedia of Social Network Analysis and Mining. 2nd Ed.,,,,,reference/snam/2018,https://doi.org/10.1007/978-1-4939-7131-2_100693,,,reference/snam/X18vl,2019-02-17,,,,,,encyclopedia,,,Multidimensional Embedding.,db/reference/snam/snam2018.html#X18vl,2018,,,,,,
6782492,,,Encyclopedia of Social Network Analysis and Mining. 2nd Ed.,,,,,reference/snam/2018,https://doi.org/10.1007/978-1-4939-7131-2_100014,,,reference/snam/X18m,2019-02-17,,,,,,encyclopedia,,,Agent.,db/reference/snam/snam2018.html#X18m,2018,,,,,,
6782493,Kunal Sengupta|Pascal Hitzler,,Encyclopedia of Social Network Analysis and Mining. 2nd Ed.,,,,,reference/snam/2018,https://doi.org/10.1007/978-1-4939-7131-2_113,,,reference/snam/SenguptaH18,2019-02-17,,,,,,encyclopedia,,,Web Ontology Language (OWL).,db/reference/snam/snam2018.html#SenguptaH18,2018,,,,,,
6782494,,,Encyclopedia of Social Network Analysis and Mining,,,,,,https://doi.org/10.1007/978-1-4614-6170-8_110076,,,reference/snam/X14uk,2017-07-12,,,1749,,,encyclopedia,,,SNS.,db/reference/snam/snam2014.html#X14uk,2014,,,,,,
6782495,,,Encyclopedia of Social Network Analysis and Mining,,,,,,https://doi.org/10.1007/978-1-4614-6170-8_100961,,,reference/snam/X14gc,2017-07-12,,,403,,,encyclopedia,,,Document.,db/reference/snam/snam2014.html#X14gc,2014,,,,,,
6782496,,,Encyclopedia of Social Network Analysis and Mining,,,,,,https://doi.org/10.1007/978-1-4614-6170-8_100353,,,reference/snam/X14en,2017-07-12,,,304,,,encyclopedia,,,Crime in Online Communities.,db/reference/snam/snam2014.html#X14en,2014,,,,,,
6782497,,,Encyclopedia of Social Network Analysis and Mining,,,,,,https://doi.org/10.1007/978-1-4614-6170-8_100690,,,reference/snam/X14xbj,2017-07-12,,,2307,,,encyclopedia,,,Validity.,db/reference/snam/snam2014.html#X14xbj,2014,,,,,,
6782498,Idrissa Sarr|Rokia Missaoui,,Encyclopedia of Social Network Analysis and Mining. 2nd Ed.,,,,,reference/snam/2018,https://doi.org/10.1007/978-1-4939-7131-2_387,,,reference/snam/SarrM18,2019-02-17,,,,,,encyclopedia,,,Temporal Analysis on Static and Dynamic Social Networks Topologies.,db/reference/snam/snam2018.html#SarrM18,2018,,,,,,
6782499,Luca Rossi 0003|Matteo Magnani,,Encyclopedia of Social Network Analysis and Mining,,,,,,https://doi.org/10.1007/978-1-4614-6170-8_33,,,reference/snam/Magnani014,2017-07-12,,,1013-1019,,,encyclopedia,,,Multiple Social Networks, Data Models and Measures for.,db/reference/snam/snam2014.html#Magnani014,,,,,,
6782500,Subhabrata Mukherjee,,Encyclopedia of Social Network Analysis and Mining. 2nd Ed.,,,,,reference/snam/2018,https://doi.org/10.1007/978-1-4939-7131-2_110169,,,reference/snam/Mukherjee18,2019-02-17,,,,,,encyclopedia,,,Sentiment Analysis of Reviews.,db/reference/snam/snam2018.html#Mukherjee18,2018,,,,,,
6782501,,,Encyclopedia of Social Network Analysis and Mining,,,,,,https://doi.org/10.1007/978-1-4614-6170-8_100472,,,reference/snam/X14pd,2017-07-12,,,1319,,,encyclopedia,,,Power Elite.,db/reference/snam/snam2014.html#X14pd,2014,,,,,,
6782502,,,Encyclopedia of Social Network Analysis and Mining. 2nd Ed.,,,,,reference/snam/2018,https://doi.org/10.1007/978-1-4939-7131-2_100962,,,reference/snam/X18xek,2019-02-17,,,,,,encyclopedia,,,Recommender Platform.,db/reference/snam/snam2018.html#X18xek,2018,,,,,,
6782503,,,Encyclopedia of Social Network Analysis and Mining,,,,,,https://doi.org/10.1007/978-1-4614-6170-8_100433,,,reference/snam/X14xcn,2017-07-12,,,2344,,,encyclopedia,,,Web Archiving.,db/reference/snam/snam2014.html#X14xcn,2014,,,,,,
6782504,,,Encyclopedia of Social Network Analysis and Mining,,,,,,https://doi.org/10.1007/978-1-4614-6170-8_100757,,,reference/snam/X14yp,2017-07-12,,,2102,,,encyclopedia,,,Suspicious.,db/reference/snam/snam2014.html#X14yp,2014,,,,,,
6782505,,,Encyclopedia of Social Network Analysis and Mining,,,,,,https://doi.org/10.1007/978-1-4614-6170-8_100843,,,reference/snam/X14pl,2017-07-12,,,1331,,,encyclopedia,,,Privacy.,db/reference/snam/snam2014.html#X14pl,2014,,,,,,
6782506,,,Encyclopedia of Social Network Analysis and Mining. 2nd Ed.,,,,,reference/snam/2018,https://doi.org/10.1007/978-1-4939-7131-2_100175,,,reference/snam/X18eo,2019-02-17,,,,,,encyclopedia,,,Comparative Analysis Technique.,db/reference/snam/snam2018.html#X18eo,2018,,,,,,
6782507,,,Encyclopedia of Social Network Analysis and Mining. 2nd Ed.,,,,,reference/snam/2018,https://doi.org/10.1007/978-1-4939-7131-2_100814,,,reference/snam/X18zh,2019-02-17,,,,,,encyclopedia,,,Ontologies.,db/reference/snam/snam2018.html#X18zh,2018,,,,,,
6782508,,,Encyclopedia of Social Network Analysis and Mining,,,,,,https://doi.org/10.1007/978-1-4614-6170-8_100721,,,reference/snam/X14wu,2017-07-12,,,1954,,,encyclopedia,,,Space-Embedded Networks.,db/reference/snam/snam2014.html#X14wu,2014,,,,,,
6782509,,,Encyclopedia of Social Network Analysis and Mining,,,,,,https://doi.org/10.1007/978-1-4614-6170-8_100506,,,reference/snam/X14lb,2017-07-12,,,1092,,,encyclopedia,,,Network Entrepreneurs.,db/reference/snam/snam2014.html#X14lb,2014,,,,,,
6782510,,,Encyclopedia of Social Network Analysis and Mining. 2nd Ed.,,,,,reference/snam/2018,https://doi.org/10.1007/978-1-4939-7131-2_101270,,,reference/snam/X18xng,2019-02-17,,,,,,encyclopedia,,,Stochastic Matrix.,db/reference/snam/snam2018.html#X18xng,2018,,,,,,
6782511,Isaac Jones,,Encyclopedia of Social Network Analysis and Mining. 2nd Ed.,,,,,reference/snam/2018,https://doi.org/10.1007/978-1-4939-7131-2_110186,,,reference/snam/Jones18,2019-02-17,,,,,,encyclopedia,,,Small Communities in Social Networks.,db/reference/snam/snam2018.html#Jones18,2018,,,,,,
6782512,,,Encyclopedia of Social Network Analysis and Mining. 2nd Ed.,,,,,reference/snam/2018,https://doi.org/10.1007/978-1-4939-7131-2_101295,,,reference/snam/X18xof,2019-02-17,,,,,,encyclopedia,,,Supplier Networks.,db/reference/snam/snam2018.html#X18xof,2018,,,,,,
6782513,,,Encyclopedia of Social Network Analysis and Mining,,,,,,https://doi.org/10.1007/978-1-4614-6170-8_100254,,,reference/snam/X14px,2017-07-12,,,1432,,,encyclopedia,,,Property Rights.,db/reference/snam/snam2014.html#X14px,2014,,,,,,
6782514,,,Encyclopedia of Social Network Analysis and Mining. 2nd Ed.,,,,,reference/snam/2018,https://doi.org/10.1007/978-1-4939-7131-2_100313,,,reference/snam/X18jb,2019-02-17,,,,,,encyclopedia,,,E-Health.,db/reference/snam/snam2018.html#X18jb,2018,,,,,,
6782515,Bo Zhao|Daniel Z. Sui|Zengwang Xu,,Encyclopedia of Social Network Analysis and Mining,,,,,,https://doi.org/10.1007/978-1-4614-6170-8_77,,,reference/snam/SuiXZ14,2017-07-12,,,1122-1127,,,encyclopedia,,,Networks in Geography.,db/reference/snam/snam2014.html#SuiXZ14,2014,,,,,,
6782516,,,Encyclopedia of Social Network Analysis and Mining. 2nd Ed.,,,,,reference/snam/2018,https://doi.org/10.1007/978-1-4939-7131-2_101373,,,reference/snam/X18xqq,2019-02-17,,,,,,encyclopedia,,,Transportable Networks.,db/reference/snam/snam2018.html#X18xqq,2018,,,,,,
6782517,,,Encyclopedia of Social Network Analysis and Mining. 2nd Ed.,,,,,reference/snam/2018,https://doi.org/10.1007/978-1-4939-7131-2_100945,,,reference/snam/X18xdw,2019-02-17,,,,,,encyclopedia,,,R&D (Research and Development) Collaborations.,db/reference/snam/snam2018.html#X18xdw,2018,,,,,,
6782518,,,Encyclopedia of Social Network Analysis and Mining. 2nd Ed.,,,,,reference/snam/2018,https://doi.org/10.1007/978-1-4939-7131-2_100816,,,reference/snam/X18zj,2019-02-17,,,,,,encyclopedia,,,Ontology Alignment.,db/reference/snam/snam2018.html#X18zj,2018,,,,,,
6782519,,,Encyclopedia of Social Network Analysis and Mining,,,,,,https://doi.org/10.1007/978-1-4614-6170-8_100890,,,reference/snam/X14ng,2017-07-12,,,1209,,,encyclopedia,,,Ontology Alignment.,db/reference/snam/snam2014.html#X14ng,2014,,,,,,
6782520,,,Encyclopedia of Social Network Analysis and Mining. 2nd Ed.,,,,,reference/snam/2018,https://doi.org/10.1007/978-1-4939-7131-2_100005,,,reference/snam/X18d,2019-02-17,,,,,,encyclopedia,,,Actor-Network Theory.,db/reference/snam/snam2018.html#X18d,2018,,,,,,
