73224,Dimitris Achlioptas,,Handbook of Satisfiability,,,,,series/faia/2009-185,https://doi.org/10.3233/978-1-58603-929-5-245,,,series/faia/Achlioptas09,2017-05-16,,,245-270,,,,,,Random Satisfiability.,db/series/faia/faia185.html#Achlioptas09,2009,,,
73225,Abdulrahman Almuhareb|Massimo Poesio,,Ontology Learning and Population,,,,,series/faia/2008-167,http://www.booksonline.iospress.nl/Content/View.aspx?piid=8215,,,series/faia/PoesioA08,2016-07-11,,,29-44,,,,,,Extracting concept descriptions from the Web: the importance of attributes and values.,db/series/faia/faia167.html#PoesioA08,2008,,,
73227,Kanlaya Naruedomkul|Nick Cercone,,Computational Approaches to Assistive Technologies for People with Disabilities,,,,,series/faia/2013-253,https://doi.org/10.3233/978-1-61499-258-5-18,,,series/faia/NaruedomkulC13,2017-05-16,,,18-35,,,,,,GRMT: an Alternative Communication Tool for Individuals.,db/series/faia/faia253.html#NaruedomkulC13,2013,,,
73229,Cesare Tinelli|Clark W. Barrett|Roberto Sebastiani|Sanjit A. Seshia,,Handbook of Satisfiability,,,,,series/faia/2009-185,https://doi.org/10.3233/978-1-58603-929-5-825,,,series/faia/BarrettSST09,2017-05-16,,,825-885,,,,,,Satisfiability Modulo Theories.,db/series/faia/faia185.html#BarrettSST09,2009,,,
73230,Oliver Kullmann,,Handbook of Satisfiability,,,,,series/faia/2009-185,https://doi.org/10.3233/978-1-58603-929-5-205,,,series/faia/Kullmann09,2017-05-16,,,205-244,,,,,,Fundaments of Branching Heuristics.,db/series/faia/faia185.html#Kullmann09,2009,,,
73231,Christoph Tempich|Denny Vrandecic|Elena Simperl,,Ontology Learning and Population,,,,,series/faia/2008-167,http://www.booksonline.iospress.nl/Content/View.aspx?piid=8227,,,series/faia/SimperlTV08,2016-07-11,,,225-249,,,,,,A Methodology for Ontology Learning.,db/series/faia/faia167.html#SimperlTV08,2008,,,
73232,Ashish Sabharwal|Bart Selman|Carla P. Gomes,,Handbook of Satisfiability,,,,,series/faia/2009-185,https://doi.org/10.3233/978-1-58603-929-5-633,,,series/faia/GomesSS09,2017-05-16,,,633-654,,,,,,Model Counting.,db/series/faia/faia185.html#GomesSS09,2009,,,
73233,Jonathan M. Garibaldi|Linda Fiaschi|Natalio Krasnogor,0000-0002-3780-5895|0000-0002-9690-7074,Computational Intelligence and Bioengineering,,,,,series/faia/2009-196,https://doi.org/10.3233/978-1-60750-010-0-141,,,series/faia/FiaschiGK09,2017-11-06,,,141-154,,,,,,Multiple-Test Analysis of Sequences of SNPs for Determining Susceptibility to Pre-eclampsia.,db/series/faia/faia196.html#FiaschiGK09,2009,,,
73235,Abhijit S. Pandya|Ankur Agarwal|Ravi Shankar,,Integrated Intelligent Systems for Engineering Design,,,,,series/faia/2006-149,http://www.booksonline.iospress.nl/Content/View.aspx?piid=2181,,,series/faia/AgarwalSP06,2012-03-13,,,389-408,,,,,,Embedding Intelligence into EDA Tools.,db/series/faia/faia149.html#AgarwalSP06,2006,,,
73236,Armin Biere,,Handbook of Satisfiability,,,,,series/faia/2009-185,https://doi.org/10.3233/978-1-58603-929-5-457,,,series/faia/Biere09,2017-05-16,,,457-481,,,,,,Bounded Model Checking.,db/series/faia/faia185.html#Biere09,2009,,,
73237,Carlos Bento|Francisco C. Pereira|José Luís Ferreira|Nuno Seco|Paulo Carreiro|Paulo Gomes|Paulo Paiva,,Integrated Intelligent Systems for Engineering Design,,,,,series/faia/2006-149,http://www.booksonline.iospress.nl/Content/View.aspx?piid=2167,,,series/faia/GomesSPPCFB06,2012-03-13,,,119-134,,,,,,An Approach to Software Design Reuse Using Case-Based Reasoning and WordNet.,db/series/faia/faia149.html#GomesSPPCFB06,2006,,,
73238,Gregoris Mentzas|Kostas Kafentzis|Manolis Wallace|Panos Alexopoulos|Panos Georgolios,,Emerging Artificial Intelligence Applications in Computer Engineering,,,,,series/faia/2007-160,http://www.booksonline.iospress.nl/Content/View.aspx?piid=6957,,,series/faia/KafentzisWGAM07,2012-03-14,,,131-139,,,,,,Semantics Enabled Problem Based Brokering of Organizational Knowledge.,db/series/faia/faia160.html#KafentzisWGAM07,2007,,,
73239,Johanna Völker|Pascal Hitzler|Peter Haase 0001,,Ontology Learning and Population,,,,,series/faia/2008-167,http://www.booksonline.iospress.nl/Content/View.aspx?piid=8216,,,series/faia/Volker0H08,2016-07-11,,,45-69,,,,,,Learning Expressive Ontologies.,db/series/faia/faia167.html#Volker0H08,2008,,,
73240,Kazimierz Choros|Michal Gonet,,New Trends in Multimedia and Network Information Systems,,,,,series/faia/2008-181,https://doi.org/10.3233/978-1-58603-904-2-34,,,series/faia/ChorosG08,2017-05-16,,,34-45,,,,,,Effectiveness of Video Segmentation Techniques for Different Categories of Videos.,db/series/faia/faia181.html#ChorosG08,2008,,,
73241,Andrzej Kardas|Michal Smialek,,Software Engineering: Evolution and Emerging Technologies,,,,,series/faia/2005-130,http://www.booksonline.iospress.nl/Content/View.aspx?piid=1173,,,series/faia/SmialekK05,2012-03-13,,,341-352,,,,,,Model Management Based on a Visual Transformation Language.,db/series/faia/faia130.html#SmialekK05,2005,,,
73242,Hubert Lyskawa|Maciej Brochocki|Stanislaw Szejko|Wojciech E. Kozlowski,,Software Engineering: Evolution and Emerging Technologies,,,,,series/faia/2005-130,http://www.booksonline.iospress.nl/Content/View.aspx?piid=1161,,,series/faia/SzejkoBLK05,2012-03-13,,,221-232,,,,,,Implementation of the Requirements Driven Quality Control Method in a Small IT Company.,db/series/faia/faia130.html#SzejkoBLK05,2005,,,
73243,Xuan F. Zha,,Integrated Intelligent Systems for Engineering Design,,,,,series/faia/2006-149,http://www.booksonline.iospress.nl/Content/View.aspx?piid=2171,,,series/faia/Zha06,2012-03-13,,,199-230,,,,,,Integrated Intelligent Design for STEP-based Electro-Mechanical Assemblies.,db/series/faia/faia149.html#Zha06,2006,,,
73244,Nick Cercone|Puntip Pattaraintakorn,,Computational Approaches to Assistive Technologies for People with Disabilities,,,,,series/faia/2013-253,https://doi.org/10.3233/978-1-61499-258-5-205,,,series/faia/PattaraintakornC13,2017-05-16,,,205-223,,,,,,Rough Sets Methods and Applications for Medical Data: A Survival Analysis Experience.,db/series/faia/faia253.html#PattaraintakornC13,2013,,,
73246,Paola Velardi|Roberto Navigli,,Ontology Learning and Population,,,,,series/faia/2008-167,http://www.booksonline.iospress.nl/Content/View.aspx?piid=8217,,,series/faia/NavigliV08,2016-07-11,,,71-87,,,,,,From Glossaries to Ontologies: Extracting Semantic Structure from Textual Definitions.,db/series/faia/faia167.html#NavigliV08,2008,,,
73247,Marko Brunzel,,Ontology Learning and Population,,,,,series/faia/2008-167,http://www.booksonline.iospress.nl/Content/View.aspx?piid=8213,,,series/faia/Brunzel08,2016-07-11,,,3-26,,,,,,The XTREEM Methods for Ontology Learning from Web Documents.,db/series/faia/faia167.html#Brunzel08,2008,,,
73248,Mourad Ouziri,,Emerging Artificial Intelligence Applications in Computer Engineering,,,,,series/faia/2007-160,http://www.booksonline.iospress.nl/Content/View.aspx?piid=6954,,,series/faia/Ouziri07,2012-03-14,,,90-105,,,,,,A Semantic-Based Navigation Approach for Information Retrieval in the Semantic Web.,db/series/faia/faia160.html#Ouziri07,2007,,,
73249,Berardina De Carolis|Stefano Ferilli,,State of the Art in AI Applied to Ambient Intelligence,,,,,series/faia/2017-298,https://doi.org/10.3233/978-1-61499-804-4-122,,,series/faia/CarolisF17,2018-03-16,,,122-139,,,,,,Learning Daily Routines in Smart Office Environments.,db/series/faia/faia298.html#CarolisF17,2017,,,
73250,Günther Hölbling|Harald Kosch|Wolfgang Pfnür,0000-0002-7090-1133,New Trends in Multimedia and Network Information Systems,,,,,series/faia/2008-181,https://doi.org/10.3233/978-1-58603-904-2-53,,,series/faia/HolblingPK08,2017-06-09,,,53-65,,,,,,SMiLE - Session Mobility in mobiLe Environments.,db/series/faia/faia181.html#HolblingPK08,2008,,,
73251,Michal Turek|Pawel Skrzynski|Radoslaw Klimek,,Software Engineering: Evolution and Emerging Technologies,,,,,series/faia/2005-130,http://www.booksonline.iospress.nl/Content/View.aspx?piid=1147,,,series/faia/KlimekST05,2012-03-13,,,87-98,,,,,,On some Problems with Modelling of Exceptions in UML.,db/series/faia/faia130.html#KlimekST05,2005,,,
73252,Jussi Rintanen,,Handbook of Satisfiability,,,,,series/faia/2009-185,https://doi.org/10.3233/978-1-58603-929-5-483,,,series/faia/Rintanen09,2017-05-16,,,483-504,,,,,,Planning and SAT.,db/series/faia/faia185.html#Rintanen09,2009,,,
73253,Andrzej Bialas,,Software Engineering: Evolution and Emerging Technologies,,,,,series/faia/2005-130,http://www.booksonline.iospress.nl/Content/View.aspx?piid=1148,,,series/faia/Bialas05,2012-03-13,,,99-110,,,,,,The ISMS Business Environment Elaboration Using a UML Approach.,db/series/faia/faia130.html#Bialas05,2005,,,
73254,Sofia Tsekeridou,,Emerging Artificial Intelligence Applications in Computer Engineering,,,,,series/faia/2007-160,http://www.booksonline.iospress.nl/Content/View.aspx?piid=6973,,,series/faia/Tsekeridou07,2012-03-14,,,341-350,,,,,,Video Watermarking and Benchmarking.,db/series/faia/faia160.html#Tsekeridou07,2007,,,
73255,Bogumila Hnatkowska|Lech Tuzinkiewicz|Zbigniew Huzar,,Software Engineering: Evolution and Emerging Technologies,,,,,series/faia/2005-130,http://www.booksonline.iospress.nl/Content/View.aspx?piid=1145,,,series/faia/HnatkowskaHT05,2012-03-13,,,63-74,,,,,,Data Modeling with UML 2.0.,db/series/faia/faia130.html#HnatkowskaHT05,2005,,,
73256,Joachim Neumann|Josep R. Casas,,Emerging Artificial Intelligence Applications in Computer Engineering,,,,,series/faia/2007-160,http://www.booksonline.iospress.nl/Content/View.aspx?piid=6976,,,series/faia/CasasN07,2012-03-14,,,371-383,,,,,,Context Awareness Triggered by Multiple Perceptual Analyzers.,db/series/faia/faia160.html#CasasN07,2007,,,
73257,Anna Demuth|Jerzy R. Nawrocki|Maciej Dorsz,,Software Engineering: Evolution and Emerging Technologies,,,,,series/faia/2005-130,http://www.booksonline.iospress.nl/Content/View.aspx?piid=1180,,,series/faia/DorszND05,2013-02-01,,,400-405,,,,,,ATG 2.0: the Platform for Automatic Generation of Training Simulations.,db/series/faia/faia130.html#DorszND05,2005,,,
73258,Jacek Kosinski|Krzysztof Zielinski|Marcin Jarzab,,Software Engineering: Evolution and Emerging Technologies,,,,,series/faia/2005-130,http://www.booksonline.iospress.nl/Content/View.aspx?piid=1156,,,series/faia/JarzabKZ05,2012-03-13,,,172-183,,,,,,Configuration Management of Massively Scalable Systems.,db/series/faia/faia130.html#JarzabKZ05,2005,,,
73259,Karem A. Sakallah,,Handbook of Satisfiability,,,,,series/faia/2009-185,https://doi.org/10.3233/978-1-58603-929-5-289,,,series/faia/Sakallah09,2017-05-16,,,289-338,,,,,,Symmetry and Satisfiability.,db/series/faia/faia185.html#Sakallah09,2009,,,
73260,Lilianna Wierzchon,,Software Engineering: Evolution and Emerging Technologies,,,,,series/faia/2005-130,http://www.booksonline.iospress.nl/Content/View.aspx?piid=1178,,,series/faia/Wierzchon05,2012-03-13,,,389-393,,,,,,CMMI Process Improvement Project in ComputerLand.,db/series/faia/faia130.html#Wierzchon05,2005,,,
73261,Bogdan Trawinski|Dariusz Ciesla|Robert Widz|Zbigniew Telec,,New Trends in Multimedia and Network Information Systems,,,,,series/faia/2008-181,https://doi.org/10.3233/978-1-58603-904-2-225,,,series/faia/CieslaTTW08,2017-05-16,,,225-239,,,,,,Problems of Data Quality in an Integrated Cadastral Information System.,db/series/faia/faia181.html#CieslaTTW08,2008,,,
73262,Aaron Ceglar|John F. Roddick|Richard Morrall,,Data Mining for Business Applications,,,,,series/faia/2010-218,https://doi.org/10.3233/978-1-60750-633-1-110,,,series/faia/CeglarMR10,2019-02-21,,,110-119,,,,,,Mining Medical Administrative Data - The PKB Suite.,db/series/faia/faia218.html#CeglarMR10,2010,,,
73263,Paraskevi K. Tzouveli|Phivos Mylonas|Stefanos D. Kollias,,Emerging Artificial Intelligence Applications in Computer Engineering,,,,,series/faia/2007-160,http://www.booksonline.iospress.nl/Content/View.aspx?piid=6960,,,series/faia/MylonasTK07,2012-03-14,,,154-172,,,,,,An Integrated Approach Towards Intelligent Educational Content Adaptation.,db/series/faia/faia160.html#MylonasTK07,2007,,,
73264,Diego Ingaramo|Leticia C. Cagnina|Marcelo Errecalde|Paolo Rosso,0000-0001-5605-8963,Computational Intelligence and Bioengineering,,,,,series/faia/2009-196,https://doi.org/10.3233/978-1-60750-010-0-3,,,series/faia/IngaramoECR09,2018-11-02,,,3-19,,,,,,Particle Swarm Optimization for clustering short-text corpora.,db/series/faia/faia196.html#IngaramoECR09,2009,,,
73265,Andrew L. Feller|Dan L. Shunk|Teresa Wu,,Integrated Intelligent Systems for Engineering Design,,,,,series/faia/2006-149,http://www.booksonline.iospress.nl/Content/View.aspx?piid=2169,,,series/faia/FellerWS06,2012-03-13,,,156-181,,,,,,A Distributed Information System Architecture for Collaborative Design.,db/series/faia/faia149.html#FellerWS06,2006,,,
73266,Bogumila Hnatkowska|Mariusz Jadach,,Software Engineering: Evolution and Emerging Technologies,,,,,series/faia/2005-130,http://www.booksonline.iospress.nl/Content/View.aspx?piid=1151,,,series/faia/JadachH05,2012-03-13,,,124-134,,,,,,Codespector - a Tool for Increasing Source Code Quality.,db/series/faia/faia130.html#JadachH05,2005,,,
73268,Pawel Kolodziejski|Przemyslaw Kazienko,0000-0001-5868-356X,New Trends in Multimedia and Network Information Systems,,,,,series/faia/2008-181,https://doi.org/10.3233/978-1-58603-904-2-291,,,series/faia/KazienkoK08,2017-06-14,,,291-296,,,,,,Adaptive System for the Integration of Recommendation Methods with Social Filtering Enhancement.,db/series/faia/faia181.html#KazienkoK08,2008,,,
73269,Steven David Prestwich,,Handbook of Satisfiability,,,,,series/faia/2009-185,https://doi.org/10.3233/978-1-58603-929-5-75,,,series/faia/Prestwich09,2017-05-16,,,75-97,,,,,,CNF Encodings.,db/series/faia/faia185.html#Prestwich09,2009,,,
73270,Anna E. Bobkowska|Krzysztof Reszke,,Software Engineering: Evolution and Emerging Technologies,,,,,series/faia/2005-130,http://www.booksonline.iospress.nl/Content/View.aspx?piid=1146,,,series/faia/BobkowskaR05,2012-03-13,,,75-86,,,,,,Usability of UML Modeling Tools.,db/series/faia/faia130.html#BobkowskaR05,2005,,,
73271,Marcin Szpyrka,,Software Engineering: Evolution and Emerging Technologies,,,,,series/faia/2005-130,http://www.booksonline.iospress.nl/Content/View.aspx?piid=1179,,,series/faia/Szpyrka05,2012-03-13,,,394-399,,,,,,Development of Safety-Critical Systems with RTCP-Nets Support.,db/series/faia/faia130.html#Szpyrka05,2005,,,
73272,Marcin Gorawski,,Software Engineering: Evolution and Emerging Technologies,,,,,series/faia/2005-130,http://www.booksonline.iospress.nl/Content/View.aspx?piid=1143,,,series/faia/Gorawski05,2012-03-13,,,49-59,,,,,,Architecture of Parallel Spatial Data Warehouse: Balancing Algorithm and Resumption of Data Extraction.,db/series/faia/faia130.html#Gorawski05,2005,,,
73273,Ashish Sabharwal|Carla P. Gomes,,Handbook of Satisfiability,,,,,series/faia/2009-185,https://doi.org/10.3233/978-1-58603-929-5-271,,,series/faia/GomesS09,2017-05-16,,,271-288,,,,,,Exploiting Runtime Variation in Complete Solvers.,db/series/faia/faia185.html#GomesS09,2009,,,
73274,Aurelio Cappozzo|Claudia Mazzà|Giuseppe Vannozzi|Ugo Della Croce|Valentina Camomilla,0000-0001-5151-7403|0000-0002-2359-6076|0000-0002-5215-1746|0000-0002-7452-120X,Computational Intelligence and Bioengineering,,,,,series/faia/2009-196,https://doi.org/10.3233/978-1-60750-010-0-187,,,series/faia/CappozzoCCMV09,2017-06-09,,,187-195,,,,,,Quantitative motor function evaluation: the VAMA project experience.,db/series/faia/faia196.html#CappozzoCCMV09,2009,,,
73275,Grzegorz Ploszajski,,New Trends in Multimedia and Network Information Systems,,,,,series/faia/2008-181,https://doi.org/10.3233/978-1-58603-904-2-155,,,series/faia/Ploszajski08,2017-05-16,,,155-170,,,,,,Technical Metadata and Standards for Digitisation of Cultural Heritage in Poland.,db/series/faia/faia181.html#Ploszajski08,2008,,,
73276,Anna Zygmunt|Marek A. Valenta|Tomasz Kmiecik,,Software Engineering: Evolution and Emerging Technologies,,,,,series/faia/2005-130,http://www.booksonline.iospress.nl/Content/View.aspx?piid=1167,,,series/faia/ZygmuntVK05,2012-03-13,,,283-293,,,,,,The Specifics of Dedicated Data Warehouse Solutions.,db/series/faia/faia130.html#ZygmuntVK05,2005,,,
73277,Mykola Pechenizkiy|Seppo Puuronen,,Data Mining for Business Applications,,,,,series/faia/2010-218,https://doi.org/10.3233/978-1-60750-633-1-49,,,series/faia/PuuronenP10,2019-02-21,,,49-65,,,,,,Towards the Generic Framework for Utility Considerations in Data Mining Research.,db/series/faia/faia218.html#PuuronenP10,2010,,,
73278,F. Baronti|M. Pelosini|M. Petrini,,Computational Intelligence and Bioengineering,,,,,series/faia/2009-196,https://doi.org/10.3233/978-1-60750-010-0-95,,,series/faia/PelosiniBP09,2017-05-16,,,95-109,,,,,,Application of a computer science analysis to a Non Hodgkin Lymphomas patients' dataset.,db/series/faia/faia196.html#PelosiniBP09,2009,,,
73279,Alex Kass|Peter Z. Yeh,,Data Mining for Business Applications,,,,,series/faia/2010-218,https://doi.org/10.3233/978-1-60750-633-1-149,,,series/faia/YehK10,2019-02-21,,,149-163,,,,,,A Technology Platform to Enable the Building of Corporate Radar Applications that Mine the Web for Business Insight.,db/series/faia/faia218.html#YehK10,2010,,,
73280,Manolis Wallace,,Emerging Artificial Intelligence Applications in Computer Engineering,,,,,series/faia/2007-160,http://www.booksonline.iospress.nl/Content/View.aspx?piid=6949,,,series/faia/Wallace07,2012-03-14,,,1-2,,,,,,Part I: General Purpose Applications of AI.,db/series/faia/faia160.html#Wallace07,2007,,,
73281,Marko Samer|Stefan Szeider,,Handbook of Satisfiability,,,,,series/faia/2009-185,https://doi.org/10.3233/978-1-58603-929-5-425,,,series/faia/SamerS09,2017-05-16,,,425-454,,,,,,Fixed-Parameter Tractability.,db/series/faia/faia185.html#SamerS09,2009,,,
73282,Adnan Darwiche|Knot Pipatsrisawat,,Handbook of Satisfiability,,,,,series/faia/2009-185,https://doi.org/10.3233/978-1-58603-929-5-99,,,series/faia/DarwicheP09,2017-05-16,,,99-130,,,,,,Complete Algorithms.,db/series/faia/faia185.html#DarwicheP09,2009,,,
73283,Arijit Bhattacharya|Pandian Vasant,,Integrated Intelligent Systems for Engineering Design,,,,,series/faia/2006-149,http://www.booksonline.iospress.nl/Content/View.aspx?piid=2163,,,series/faia/BhattacharyaV06,2012-03-13,,,63-81,,,,,,Product-mix Design Decision under TOC by Soft-sensing of Level of Satisfaction using Modified Fuzzy-LP.,db/series/faia/faia149.html#BhattacharyaV06,2006,,,
73284,Aldo Gangemi|Esther Ratsch|Isabel Rojas|Jasmin Saric|Massimiliano Ciaramita,,Ontology Learning and Population,,,,,series/faia/2008-167,http://www.booksonline.iospress.nl/Content/View.aspx?piid=8219,,,series/faia/CiaramitaGRSR08,2016-07-11,,,91-104,,,,,,Unsupervised Learning of Semantic Relations for Molecular Biology Ontologies.,db/series/faia/faia167.html#CiaramitaGRSR08,2008,,,
73285,Arkadiusz Janik|Wlodzimierz Funika,,Software Engineering: Evolution and Emerging Technologies,,,,,series/faia/2005-130,http://www.booksonline.iospress.nl/Content/View.aspx?piid=1157,,,series/faia/FunikaJ05,2012-03-13,,,184-193,,,,,,Interoperability of Monitoring Tools with JINEXT.,db/series/faia/faia130.html#FunikaJ05,2005,,,
73287,Kalle Saastamoinen,,Integrated Intelligent Systems for Engineering Design,,,,,series/faia/2006-149,http://www.booksonline.iospress.nl/Content/View.aspx?piid=2161,,,series/faia/Saastamoinen06,2012-03-13,,,23-42,,,,,,Many Valued Algebraic Structures as the Measures for Comparison.,db/series/faia/faia149.html#Saastamoinen06,2006,,,
73288,Arun Khosla|Jagatpreet Singh|K. K. Aggarwal|Shakti Kumar,,Integrated Intelligent Systems for Engineering Design,,,,,series/faia/2006-149,http://www.booksonline.iospress.nl/Content/View.aspx?piid=2162,,,series/faia/KhoslaKAS06,2012-03-13,,,43-62,,,,,,Design of Fuzzy Models through Particle Swarm Optimization.,db/series/faia/faia149.html#KhoslaKAS06,2006,,,
73289,Marcin Gorawski|Michal Faruga|Michal Gorawski,,New Trends in Multimedia and Network Information Systems,,,,,series/faia/2008-181,https://doi.org/10.3233/978-1-58603-904-2-115,,,series/faia/GorawskiGF08,2017-05-16,,,115-124,,,,,,STAH-TREE: Quality Tests of Hybrid Index for Spatio-Temporal Aggregation.,db/series/faia/faia181.html#GorawskiGF08,2008,,,
73290,Hirotaka Nakayama|Koichi Inoue|Yukihiro Yoshimori,,Integrated Intelligent Systems for Engineering Design,,,,,series/faia/2006-149,http://www.booksonline.iospress.nl/Content/View.aspx?piid=2176,,,series/faia/NakayamaIY06,2012-03-13,,,289-304,,,,,,Approximate Optimization Using Computaional Intelligence and its Application to Reinforcement of Cable-stayed Bridges.,db/series/faia/faia149.html#NakayamaIY06,2006,,,
73291,Raul Domingos|Thierry Van de Merckt,,Data Mining for Business Applications,,,,,series/faia/2010-218,https://doi.org/10.3233/978-1-60750-633-1-35,,,series/faia/DomingosM10,2019-02-21,,,35-48,,,,,,Best Practices for Predictive Analytics in B2B Financial Services.,db/series/faia/faia218.html#DomingosM10,2010,,,
73292,Lech Madeyski,,Software Engineering: Evolution and Emerging Technologies,,,,,series/faia/2005-130,http://www.booksonline.iospress.nl/Content/View.aspx?piid=1150,,,series/faia/Madeyski05,2012-03-13,,,113-123,,,,,,Preliminary Analysis of the Effects of Pair Programming and Test-Driven Development on the External Code Quality.,db/series/faia/faia130.html#Madeyski05,2005,,,
73293,Srisavakon Dangsaart,,Computational Approaches to Assistive Technologies for People with Disabilities,,,,,series/faia/2013-253,https://doi.org/10.3233/978-1-61499-258-5-51,,,series/faia/Dangsaart13,2017-05-16,,,51-64,,,,,3,Thai Text-Thai Sign Translation Application (T,db/series/faia/faia253.html#Dangsaart13,2013,,,
73294,Kanlaya Naruedomkul|Nick Cercone|Sumalee Sonamthiang,,Computational Approaches to Assistive Technologies for People with Disabilities,,,,,series/faia/2013-253,https://doi.org/10.3233/978-1-61499-258-5-191,,,series/faia/SonamthiangNC13,2017-05-16,,,191-204,,,,,,Granules for Learning Behavior.,db/series/faia/faia253.html#SonamthiangNC13,2013,,,
